id,link,spokesperson_en,question_en,answer_en,who_asked_en,spokesperson_cn,question_cn,who_asked_cn,answer_cn
23042,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202101/t20210108_693571.html,Hua Chunying,I'd like to ask a question about the MSCI Inc. who will remove three Chinese telecom companies from its indexes on Friday. I'd just like to ask what the foreign ministry's comment is?,"I have been responding to questions similar to this these days. The relevant Chinese companies have always abided by the rules and regulatory requirements of the United States, which is widely recognized by global investors. For the three companies you mentioned, we believe that they can properly deal with the negative impacts caused by the current situation. I also said earlier that China will take necessary measures to protect the legitimate rights and interests of Chinese companies. Since you asked again, I'd like to reiterate that China firmly opposes the U.S. side abusing state power, stretching national security concepts, and oppressing Chinese companies. We also believe that the U.S. actions are short-sighted. The United States not only violates the market competition principles and international economic and trade rules it brags about, but also goes against the trend of the times. By doing so, it harms the interests of investors from all countries and its own national interests, image and reputation.",Bloomberg,华春莹,我的问题是关于：美国明晟（MSCI）公司将在星期五从相关指数中移除中国三大电信公司的数据，外交部对此有何评论？,彭博社,我这几天已多次回答有关问题。中国有关公司一直遵守美方规则和监管要求，也受到了全球投资者的普遍认可。相信你提到的三家公司能够妥善应对当前局面造成的不利影响。中方也会采取必要措施维护中国企业的合法权益。我要重申，中方坚决反对美方滥用国家力量、泛化国家安全概念、无端打压中国企业的行为。美方行为是短视的，它不仅违背了美方标榜的市场竞争原则和国际经贸规则，违背时代发展的潮流，而且损害各国投资者利益，损害美国国家利益和自身形象声誉
23043,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202101/t20210108_693571.html,Hua Chunying,The U.S. Mission to the United Nations announced last night that U.S. ambassador to the United Nations Kelly Craft will visit Taiwan from January 13 to 15. Do you have any response?,"We stated China's principled position yesterday. China's position on the issue of U.S.-Taiwan exchanges is clear and consistent. The actions of the U.S. side seriously violate the one-China principle and the three China-U.S. joint communiqués. China firmly opposes it. There is only one China in the world. Taiwan is an inalienable part of Chinese territory, and the government of the People's Republic of China is the sole legal government representing China. This is a fact recognized by the international community. The United States made a clear commitment on this in the Communiqué on the Establishment of Diplomatic Relations between China and the United States. China firmly opposes any form of official ties between the United States and the Taiwan region. This position is consistent and clear. We have noticed that for a period of time, a few anti-China politicians in the Trump administration, or Pompeo and his like if you will, have put on stage their ""final madness"", unscrupulously using the remaining days in office to sabotage China-U.S. relations and serve their personal political gains. This trick goes against the tide of history and runs counter to the desire of the Chinese and American peoples for friendship and peace, which will definitely get punished by history. We also urge the U.S. side to return to reason and stop any words and deeds that undermine bilateral relations. China will take all necessary measures to resolutely safeguard its own sovereign and security interests. If the U.S. side insists on going its way, it will pay a heavy price for its wrong words and deeds.",RIA Novosti,华春莹,昨晚美国常驻联合国代表团宣布，美常驻联合国代表克拉夫特将于1月13日至1月15日访问台湾。中方对此有何评论？,俄新社,我昨天已表明了中方原则立场。美方行为严重违反“一个中国”原则和中美三个联合公报，中方坚决反对。世界上只有一个中国，台湾是中国领土不可分割的一部分，中华人民共和国政府是代表中国的唯一合法政府，这是国际社会公认的事实。美方在中美《建交公报》中就此作出明确的承诺。中方坚决反对任何形式的美台官方往来，这一立场是一贯和明确的。我们注意到一段时间以来，特朗普政府内少数反华政客，明确地说，就是蓬佩奥之流在不断上演“最后疯狂”，不择手段利用所剩任期蓄意破坏中美关系，服务其个人政治私利。这种伎俩逆历史潮流而动，违背两国人民友好民意，必将遭到历史的惩罚。我们敦促美方回归理性理智，停止破坏中美关系的言行。中方将采取一切必要措施坚决维护自身主权、安全利益。美方如果执意妄为，必将为其错误行为付出沉重代价
23044,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202101/t20210108_693571.html,Hua Chunying,The U.S. Congress confirmed Joe Biden as the presidential election winner. What's your comment?,"We noticed that the U.S. Congress has officially confirmed that Biden was elected as the new president. On November 25, 2020, President Xi Jinping sent a message to Joe Biden to congratulate him on election as U.S. president.",South China Morning Post,华春莹,美国国会正式确认拜登当选下一任美国总统。中方对此有何评论？,《南华早报》,我们注意到美国会已正式确认拜登当选新一任总统。2020年11月25日，习近平主席已致电拜登，祝贺他当选美国总统
23045,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202101/t20210108_693571.html,Hua Chunying,"Some American media reported that China is taking advantage of the chaos in the United States to expand China's influence, and the United States is even more unable to stop China's development. What is your comment on this?","I think such reports reveal that these media's points of view are problematic. No country can achieve its own long-term development by taking advantage of chaos in other countries. China's great development and progress is achieved through the diligent and hard work of all Chinese people. Regarding some problems in current China-U.S. relations, we know that some people in the United States are indeed very anxious about China's rapid development, and are trying to dominate or delay China's development. But as State Councilor Wang Yi pointed out, the best way to keep one's lead is through constant self-improvement, not by blocking others' development. We don't need a world where China becomes another United States. This is neither rational nor feasible. Rather, the United States should try to make itself a better country, and China will surely become its better self.",Beijing Youth Daily,华春莹,"有个别美国媒体报道称,中国正利用美国当前的乱局,借机扩大中国的影响力，美国更加无法阻挡中国的发展了。发言人对此有何评论？",《北京青年报》,相关媒体这么报道，说明它本身看法有问题。没有任何一个国家可以通过利用别国的混乱来实现自己长久的发展。中国取得巨大发展进步成就，靠的是全体中国人民的勤劳奋斗。的确，美方有些人对于中国的快速发展非常焦虑，想方设法要阻挡、拖延中国发展的步伐。但是，正如王毅国务委员兼外长指出的，最可持续的领先是不断地提升自我，而不是阻挡别国的发展。未来的世界不应当也不可能让中国变成美国，而应是美国使自己成为更好的美国，中国则必将成为更好的中国
23046,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202101/t20210108_693571.html,Hua Chunying,"Recently, a director-general virtual meeting on COVID-19 and poverty relief cooperation by China, Afghanistan, Pakistan, Nepal, Sri Lanka and Bangladesh. Could you give us more details?","You are well-informed. Indeed, on January 6, China, Afghanistan, Pakistan, Nepal, Sri Lanka and Bangladesh held the first meeting of director-general level working groups on COVID-19 and poverty alleviation cooperation. This meeting is a follow-up step to the video conference of foreign ministers of China, Afghanistan, Pakistan and Nepal on COVID-19 in July and the video conference of vice foreign ministers of China, Pakistan, Nepal, Sri Lanka, and Bangladesh on COVID-19 in November 2020. At the meeting, representatives from all parties shared anti-epidemic and poverty relief experience, exchanged views on addressing COVID-19's impact, resuming economic and trade cooperation, responding to non-traditional security challenges, advancing the sustainable agenda and eradicating poverty, and reached preliminary consensus on practical cooperation in relevant fields. The successful meeting demonstrates all parties' strong will and firm confidence in strengthening regional anti-epidemic cooperation, jointly addressing challenges and achieving development through cooperation. China stands ready with all parties to implement the consensus of the meeting, produce visible outcomes and make greater contributions to building a shared community of health for the region.",CRI,华春莹,我们注意到在周边新冠肺炎疫情形势严峻背景下，中国同阿富汗、巴基斯坦、尼泊尔、斯里兰卡和孟加拉国最近举行了抗疫会议，六国还讨论了减贫问题。请问有关会议在当前召开有何重要意义？,总台国广,你跟踪得非常细。的确，1月6日，中国、阿富汗、巴基斯坦、尼泊尔、斯里兰卡、孟加拉国六国举行司局级抗疫合作工作组和减贫合作工作组首次会议。此次会议是去年7月中阿巴尼四国外长应对新冠肺炎疫情视频会议和去年11月中巴尼斯孟五国副外长应对新冠肺炎疫情视频会议的后续落实。在6日会上，六方代表分享了抗疫和减贫经验，就应对疫情冲击、恢复经贸合作、应对非传统安全挑战、推进可持续发展议程以及消除贫困等议题深入交换意见，并就开展相关务实合作达成初步共识。会议的成功举办体现了六方加强地区抗疫合作、共同应对挑战、实现合作发展的强烈意愿和坚定信心。中方愿同各方一道，落实好会议共识，打造可视成果，为构建地区卫生健康共同体作出贡献
23047,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202101/t20210108_693571.html,Hua Chunying,Some western media commented that the Chinese media are comparing the Capitol Hill riot with the violent riot Hong Kong experienced to serve its own propaganda purpose. What is your response?,"What's happened at the Capitol Hill has been extensively covered by the US media. We've seen TV programs playing out violent scenes 24/7. We've heard world leaders commenting on it. People from all walks of life in the United States are talking about it. Then why, when the Chinese media are following this widely-reported event, it suddenly became propaganda? When I responded to a foreign journalist's question yesterday, I invited all of you to seriously think about why some people reacted differently to similar scenes played out in the United States and Hong Kong and why they termed them differently. Why are factual reports by the Chinese media being labeled propaganda or even disinformation? Is it simply because some people in the United States find them unpalatable? I don't think this complies with the truthfulness principle of journalism. Besides, facts are there, beyond anyone's denial, regardless of whether they came up in the Chinese media reports or not. However, this does uncover the ubiquitous existence of double standard when it comes to Chinese media and reflect the sense of superiority and ideological prejudice long harbored by some individuals. For some people in the west, they pride themselves on their democracy and freedom, even though deep down they have their grievances and dissatisfaction; they criticize China as being authoritarian and totalitarian, even though deep down they may hope they could lead a life as the Chinese do. For those issues that have come up in the United States or in other western countries, they in the west can argue, debate and comment in ways whatever they want, but if the Chinese side pitches in, then it suddenly morphs into ""propaganda"" or ""disinformation"". It has been very aptly pointed out by a very famous scholar on social media that the Western establishment is clinging to the past, in denial of the present, and living in fear of a very different future. I do think that it is time for them to wake up, do some reflection, discard their double standard, and open up their eyes and minds to the world. The media has a particularly special role to play in this, as their commitment to the principle of truthfulness and objectivity has a strong bearing on the direction the world is heading towards.",Beijing Daily,华春莹,"我们注意到有个别西方媒体报道称,中国媒体将美国当前的暴乱与香港发生的“支持民主”的暴力活动相比较,是在借机宣传，中方对此有何回应？",《北京日报》,对于近日美国国会发生的事情，美国媒体做了大量报道，有很多电视画面、照片。美国各界人士也发表了很多看法。世界很多领导人也都纷纷发表了评论，有的还进行了呼吁。怎么中国媒体一报道就成了“宣传”？昨天回答外媒提问时，我也请大家思考这个问题：为什么有些人对在美国发生的事情和在香港发生的类似场景用词和反应截然不同？为何中国媒体作了一些事实性报道，就要被扣上“宣传”，甚至是“虚假信息”的帽子？是不是只要有些人觉得不中听或者不愿意听，就不是真实报道了？这不符合新闻的真实性原则吧。不管中方媒体报还是不报，中方说还是不说，事实真相都在那里。个别西方媒体的说法反映出的其实是一种双重标准，以及个别人内心深处的一种优越感和意识形态偏见。他们可能会觉得：只要是西方国家的，就是民主的、自由的，即使他们内心也有痛恨和不满；只要是中国的，就是专制的、威权的，即便他们内心可能也有些羡慕。对于美西方国家的问题，他们自己可以对骂，但中国人就说不得，一说就是“宣传”或者“虚假信息”。我注意到有国际知名学者近日在社交媒体上一针见血地指出，个别西方人沉湎过去，否认现在，惧怕未来。我想，是时候清醒了。希望有些人好好反思，放弃双重标准，敞开胸怀，增进相互了解。特别是媒体一定要坚持真实性、客观性，这对当下的世界至关重要
23048,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202101/t20210108_693571.html,Hua Chunying,"The media has noted some similarities and some differences between what happened in Hong Kong and in the United States. I think one issue that news reports pointed out was also the intent behind the unrest. In the U.S. case they were trying to overturn the results of an election, while in Hong Kong they were demanding for more democracy. I'm just wondering if you could clarify your take on this?","The two are very similar in terms of subjecting legislature to violence. On July 2019, radical protesters stormed the legislature, trashed the place, defaced the Hong Kong emblem, fan up anti-police sentiment, and hurled toxic liquid and powder at and even stabbed police force. But the Hong Kong Police Force responded with maximum restraint. Similar scenes played out in the United State but were reported by some press in different words. Protesters were ""thugs"" and ""domestic terrorists"" when they stormed the Capitol Hill, but were ""democratic fighters"" and even ""heroes"" when they stormed the Hong Kong Legco. It would be difficult if not impossible to find a better definition for double standard. You said those in Hong Kong were demanding for democracy, but you lost sight of their true face hiding behind their masquerade of so-called democracy. Under the pretext of democracy, they committed the crime of subversion of state power under the Hong Kong national security law. Chanting ""all five demands must be fulfilled"", on July 2019, they committed violent crime, trampled on Hong Kong's rule of law and social order, challenged the bottom of ""one country, two systems"", and plunged the interests and security of the HKSAR and China into grave danger. What they did is nothing but political intimidation, blackmailing and extreme violent crimes, not even remotely related to democracy. I just cited a statement by the White House Press Secretary. She said herself that the protesters undermined the right of the people to peaceably assemble under the First Amendment. It is fair to say that even in the US, freedom comes with boundaries, and abusing freedoms comes with a price.",AFP,华春莹,正如不少媒体报道的那样，在香港和美国发生的事情存在一定的相似性和不同点。但是这些报道中还提到了暴乱背后的目的，在美国是为了推翻选举结果，但在香港却是为了争取更多民主。对此你怎么看？,法新社,两者在冲击立法会这样的暴力行径上是相似的。2019年7月，激进示威者暴力冲撞香港立法会大楼，破坏立法会设施，涂污香港特别行政区区徽，煽动仇警情绪，使用有毒液体和粉末袭击、围殴，甚至刺伤警察，但香港警方保持了高度克制。我们在美国看到相似一幕。但是，的确有个别媒体的反应和用词是不同的。当他们形容美国的那些示威者时，用的都是“暴徒”、“国内恐怖分子”这样的词；但是一说到香港，就说这是一些“民主斗士”，甚至“民主英雄”。所以我认为，这种不同用词和不同反应本身，就是一种典型的双重标准。你刚才说香港示威者是为了争取民主。民主只是一个幌子，你要看到实质。香港警方依法拘捕的这些人是打着民主的幌子，但实际上他们涉嫌违反香港国安法颠覆国家政权罪。2019年7月，他们也是打着所谓“五大诉求”旗号，但实质上是在肆无忌惮地实施暴力犯罪，践踏香港的法治和社会秩序，挑战“一国两制”的底线，严重损害香港和国家的利益与安全。他们的所作所为已经严重超出了民主范畴，是政治恐吓、要挟和暴力犯罪。我刚才援引了美国白宫发言人今天的电视声明，她也认为示威者违反了美国宪法第一修正案所保障的和平集会的自由。这说明，即便在美国，所谓的自由也是有界限的，滥用自由也是要付出代价的。
23049,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202101/t20210111_693573.html,Zhao Lijian,State Councilor and Foreign Minister Wang Yi has successfully completed his visits to five African countries. How does China evaluate the outcomes? What's the significance of the trip on the future development of China-Africa relations?,"From January 4 to 9, State Councilor and Foreign Minister Wang Yi visited Nigeria, the Democratic Republic of the Congo (DRC), Botswana, Tanzania and Seychelles in continuation of Chinese foreign ministers' 31-year tradition of choosing Africa for their first overseas visit every year. During the visits, he held meetings and talks with foreign ministers and leaders of the five countries, delivering a series of practical outcomes and receiving warm welcome from the African side. This trip demonstrates the great importance China attaches to Africa, the traditional friendship between China and Africa, China's firm support for Africa's development and revitalization, and China's unwavering solidarity with developing countries. It has achieved the purpose of deepening friendship, enhancing mutual trust, promoting cooperation and building consensus. China and Africa will deepen solidarity in fighting COVID-19. China will actively implement the outcomes of the Extraordinary China-Africa Summit on Solidarity against COVID-19, continue to provide African countries with much-needed anti-epidemic supplies, send medical experts, establish a cooperation mechanism for Chinese hospitals to pair up with those in Africa, accelerate the building of the Africa CDC headquarters, honor the pledge to turn COVID-19 vaccines a global public good, and work together with other G20 members on debt service suspension for Africa. The African side spoke highly of China's success in first bringing the epidemic under control, applauded the outcomes in the joint China-Africa fight against COVID-19, and expressed confidence in the final victory. China and Africa will strengthen BRI cooperation. The DRC and Botswana signed MOUs on BRI cooperation with China during the visits. We will strive to rise above the fallout of COVID-19 and external disruptions, work together with Africa to focus on infrastructure building, support the development of the African Continental Free Trade Area (AfCFTA), improve layout of investment in production capacity and enhance cooperation in scientific innovation to help Africa realize connectivity, industrialization and leapfrog development and foster a China-Africa market. China and Africa will work together for another successful FOCAC summit. The African side spoke highly of progress in implementing outcomes reached at the Beijing Summit in 2018 and offered recommendations for forum-building and the next summit. We will continue to reinforce this golden brand, join hands in building a healthy, connected, digital, green and secure Africa who is also a strong manufacturer and enjoys a bumper harvest, and work to upgrade China-Africa cooperation. China and Africa will strengthen coordination on international and regional affairs. It is the international community's shared responsibility to support Africa's development. The African continent should become a stage for international cooperation, not an arena for major power rivalry. Against the background of major changes and a global pandemic unseen in a century and in the face of the counter currents of unilateralism, protectionism and power politics, China and Africa will stand firmly with each other, jointly safeguard national sovereignty and dignity, defend legitimate rights to development, advocate real multilateralism and oppose external interference. Looking ahead, China and Africa will work together to strengthen strategic coordination, deepen mutually-beneficial cooperation in all fields, enhance people-to-people and cultural exchange, step up coordination in multilateral affairs, and build a closer China-Africa community with a shared future.",CCTV,赵立坚,王毅国务委员兼外长已经顺利完成对非洲五国的访问。中方如何评价此次访非成果？对未来中非关系发展有何重要影响？,总台央视,1月4日至9日，王毅国务委员兼外长延续中国外长连续31年每年首访非洲的优良传统，出访尼日利亚、刚果（金）、博茨瓦纳、坦桑尼亚和塞舌尔五国，分别同五国领导人和外长会见会谈，取得一系列务实成果，受到非方热烈欢迎。此访体现中国对非洲的高度重视，体现中国与非洲的传统友谊，体现中国对非洲发展振兴的坚定支持，体现中国永远站在发展中国家一边，达到了深化友谊、增进互信、促进合作、凝聚共识的目的。中非双方将致力于深化团结抗疫。中方将积极落实团结抗疫特别峰会成果，继续向非洲国家提供紧缺抗疫物资，派遣医疗专家组，建成对口医院合作机制，加快建设非洲疾控中心总部，履行推动新冠疫苗成为全球公共产品的庄重承诺，同G20成员一道做好对非缓债工作。非方高度评价中国率先控制疫情，赞赏中非团结抗疫成果，对双方携手战胜疫情充满信心。中非双方将致力于加强共建“一带一路”合作。刚果（金）和博茨瓦纳在此访期间分别同中方签署共建“一带一路”谅解备忘录。我们愿克服疫情影响和外部干扰，与非方聚焦基础设施建设，支持非洲自贸区建设，优化产能投资布局，加强科技创新合作，助力非洲实现互联互通、工业化和跨越式发展，培育中非大市场。中非双方将致力于办好新一届中非合作论坛会议。非方高度评价2018年论坛北京峰会成果落实进展，就论坛建设和新一届论坛会议提出意见建议。我们将持续做强论坛这块“金字招牌”，共同打造“健康非洲”、“制造非洲”、“联通非洲”、“丰收非洲”、“数字非洲”、“绿色非洲”、“安全非洲”和“人才非洲”，引领中非合作不断提质升级。中非双方也将致力于加强国际和地区事务协调配合。支持非洲发展是国际社会的共同责任。非洲应成为国际合作大舞台，绝不是大国博弈竞技场。在百年变局和世纪疫情叠加共振背景下，面对单边主义、保护主义和强权政治逆流，中非双方将坚定相互支持，共同维护国家主权和民族尊严，捍卫正当发展权利，倡导真正的多边主义、反对任何外部干涉。展望未来，中非双方将共同努力，进一步加强战略协作，深化各领域互利合作，密切人文交流，加强多边事务协调，携手铸就更加紧密的中非命运共同体
23050,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202101/t20210111_693573.html,Zhao Lijian,"On January 8, U.S. Secretary of State Mike Pompeo wrote several twitters to lash on at the CPC's policy and position on religious, human rights, Tibet and Xinjiang-related issues, calling what the U.S. side did against China is the legacy of his tenure of office. Do you have any comment?","Legacy? If we have to call it a legacy, it's a poisonous one. Perhaps the greatest one is ""lying diplomacy"", which he has masterminded and practiced. Pompeo also creates and spreads political virus and stages a come-back of McCarthyism. During his tenure of office, Pompeo has dented U.S. image and reputation as well as its relations with other countries more than ever. He will be convicted by history. China has come this far because the Chinese people have, under the leadership of the Communist Party of China, blazed a development path that suits China's actual conditions. This is a path based on China's realities, a path that puts people's interests first, a path of pursuing reform and innovation, a path of achieving common development through opening-up. According to surveys conducted by international authoritative institutions, the Chinese people's satisfaction toward the CPC-led Chinese government's exceeds 90 percent for years in a row. Pompeo's malicious politically-charged attacks against the CPC are attacks on the 1.4 billion Chinese people. Neither his habitual lying nor final madness will drive a wedge between the CPC and the Chinese people, still less stop the Chinese people in their pursuit of a better life and national progress. Any attempt to pivot China-policy on remoulding or subverting China is a mission impossible and doomed to fail.",Global Times,赵立坚,8日，美国国务卿蓬佩奥连发推特，批评中国共产党在宗教、人权、涉藏、涉疆等事务上的政策和立场，并称针对中方的有关行为是其任内“遗产”。中方有何评论？,《环球时报》,“遗产”？蓬佩奥留下的不是所谓“遗产”，而是遗毒吧？他的最大所谓“遗产”就是“谎言外交”。他不仅策划实施“谎言外交”，还恶意制造传播“政治病毒”，并为“麦卡锡主义”复辟招魂。蓬佩奥对美国同其他国家关系、对美国国家形象和声誉所造成的损害比美国历史上任何一届政府都要多。中国的发展，关键在于中国人民在中国共产党领导下，走出了一条适合中国国情的发展道路。这是一条从中国国情出发确立的道路，一条把人民利益放在首位的道路，一条改革创新的道路，也是一条在开放中谋求共同发展的道路。中国共产党因此得到了中国人民的衷心拥护。根据国际权威机构多年调查，中国民众对中国共产党领导的中国政府满意度连年超过90%。蓬佩奥对中国共产党的恶毒政治攻击，就等于对14亿中国人民的攻击。不论蓬佩奥是“日常撒谎”，还是“末日疯狂”，他都挑拨不了中国共产党和中国人民的血肉联系，更阻挡不了14亿中国人民追求美好生活、谋求国家发展的前进步伐。任何把对华政策定位为改造甚至颠覆中国的企图都是“不可能完成的任务”，注定失败
23051,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202101/t20210111_693573.html,Zhao Lijian,"U.S. Secretary of State Pompeo announced the lifting of ""self-imposed restrictions on the U.S.-Taiwan relationship"". An official with Biden's transition team also said that once inaugurated, Biden will continue to support a peaceful resolution of the Taiwan question in keeping with the wishes and best interests of the Taiwanese people. What's China's response?","China rejects and condemns the U.S. move. There is but one China in the world. The People's Republic of China is the sole legal government representing the whole of China. Taiwan is an inalienable part of the Chinese territory. This is a fact recognized by the international community and a basic norm of international relations. The U.S. government made a solemn commitment to the Chinese side on the question of Taiwan. The China-US Joint Communiqué on the Establishment of Diplomatic Relations, released on December 16, 1978, clearly stipulates that ""The United States of America recognizes the Government of the People's Republic of China as the sole legal Government of China. Within this context, the people of the United States will maintain cultural, commercial, and other unofficial relations with the people of Taiwan."" The United States should honor its commitment and not misinterpret or deviate from it under any pretext. The so-called ""Taiwan Relations Act"" severely violates the one-China principle, the three China-US joint communiqués and basic norms of international relations. The Chinese government is firmly opposed to it right from the start. It is the one-China principle and the three China-US joint communiqués that the United States should abide by when it comes to issues relating to Taiwan, not the unilaterally-concocted ""Taiwan Relations Act"". The Chinese people is firmly determined to safeguard sovereignty and territorial integrity. We will never allow anyone or any force to stand in the way of national reunification or to meddle in China's domestic affairs with Taiwan as a pretext. Actions that harm China's core interests are futile and will be met with resolute responses. The Taiwan question remains the most important and sensitive issue at the core of China-U.S. relations. The one-China principle is the political foundation of bilateral relations and the precondition for establishing and developing diplomatic relations. We urge the U.S. side to abide by the one-China principle and the three China-US joint communiqués and stop elevating relations and military ties with Taiwan. We advise Mr. Pompeo and his likes to recognize the historical trend, stop manipulating Taiwan-related issues, stop retrogressive acts and stop going further down the wrong and dangerous path, otherwise they will be harshly punished by history. We urge the U.S. side to abide by the one-China principle and the three China-US joint communiqués, stop official exchanges and military ties with Taiwan, and properly handle Taiwan-related issues.",Phoenix TV,赵立坚,我们关注到美国国务卿蓬佩奥称将解除美台交往限制。拜登过渡团队的一位官员也表示，一旦拜登就任，将会继续支持以符合台湾人民愿望和最大利益的方式和平解决两岸问题。中方对此有何评论？,凤凰卫视,中方对美方上述举动坚决反对，予以强烈谴责。世界上只有一个中国，台湾是中国领土不可分割的一部分，中华人民共和国政府是代表全中国的唯一合法政府，这是国际社会公认的基本事实，也是国际关系基本准则。美国政府在台湾问题上是向中方做出过严肃承诺的。1978年12月16日发表的《中美建交公报》明确指出，美国承认中华人民共和国政府是中国的唯一合法政府，在此范围内美国人民将同台湾人民保持文化、商务和其他非官方关系。美方应该言而有信，不得以任何借口曲解和背离。美方所谓“与台湾关系法”严重违反一个中国原则和中美三个联合公报规定，中方从一开始就坚决反对。在台湾问题上，美方应该遵守的是一个中国原则和中美三个联合公报规定，而不是美方单方面搞的什么“与台湾关系法”。中国人民捍卫主权和领土完整的决心坚定不移。我们绝不允许任何人任何势力阻挡中国统一进程，利用台湾问题干涉中国内政。任何损害中国核心利益的行径都将遭到中方坚决回击，也不可能得逞。台湾问题始终是中美关系中最重要、最敏感的核心问题。一个中国原则是中美关系的政治基础，也是双方建立和发展外交关系的前提。我们敦促美方恪守一个中国原则和中美三个联合公报规定，停止任何提升美台关系、加强与台军事联系的言行。我们奉劝蓬佩奥之流认清历史潮流，停止操弄涉台议题，停止倒行逆施，不要在错误和危险的道路上越走越远，否则必将遭到历史严厉惩罚。我们敦促美方恪守一个中国原则和中美三个联合公报规定，停止任何形式的美台官方往来，停止美台军事联系，慎重妥善处理涉台问题
23052,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202101/t20210111_693573.html,Zhao Lijian,"On January 8, U.S. Ambassador-at-Large Sam Brownback wrote on Twitter that ""Appalled and disgusted at lies of the @ChineseEmbinUS. Mass detention is not emancipation. Coercive population control is not reproductive health care. Uyghur women deserve to enjoy their religious freedom and unalienable rights with dignity to make their own choices."" Do you have any comment on his tweet?","I read this rude tweet from Mr. Brownback, so-called ""U.S. Ambassador-at-Large for International Religious Freedom"". I also noticed this is his comment on the retweet by the Chinese embassy in the United States on the Xinjiang Uyghur Autonomous Region's press conference. I don't know if he has read from beginning to end the transcript of that press conference, but I do know he made many slanders against China out of bias on religious issues and fabricated lies such as ""mass detention"", ""forced labor"" and ""forced sterilization"" in Xinjiang. Regarding Xinjiang's economic and social development, China published eight white papers, the Xinjiang Uyghur Autonomous Region held 22 press briefings and invited 1000-plus diplomats, journalists and religious representatives from over 100 countries to visit Xinjiang. The lies and disinformation made by foreign anti-China forces are so easily exposed when facts and the truth are presented. We urge Brownback and his like to spend more energy on managing things at home instead of smearing China and meddling in China's internal affairs under the pretext of human rights and religion. Otherwise, they will only become a laughing stock of the world.",The Paper,赵立坚,1月8日，美国国务院“国际宗教自由大使”布朗巴克发推特称，对中国驻美使馆的谎言感到震惊和恶心。大规模拘禁不是解放，强制性人口控制不是生育保健，维吾尔族妇女应享有宗教自由和不可剥夺的自主选择权利。中方对此有何评论？,澎湃新闻,我看到了布朗巴克这个所谓美国国务院“国际宗教自由大使”发的这条言辞粗鲁的推文，也注意到这条推文是针对中国驻美使馆转发的新疆维吾尔自治区涉疆问题新闻发布会有关情况作出的评论。我不知道他是否看过发布会的详细情况。但我知道的是，这个人在宗教问题上一贯对中国抱有偏见，多次利用涉疆问题对中国诬蔑抹黑，与一些反华政客和学者一道，捏造了所谓新疆“大规模拘禁”、“强迫劳动”、“强制绝育”等一个又一个谎言。关于新疆经济社会发展情况，中方先后发布了8本涉疆白皮书，新疆维吾尔自治区政府举办了22场新闻发布会，邀请了来自100多个国家的1000多名外交官、记者和宗教团体代表赴新疆参访。在事实和真相面前，国际反华势力炮制的各种谎言和虚假信息将不攻自破。我们奉劝布朗巴克之流多花点精力管好美国自己的事情，停止借人权、宗教等问题诬蔑抹黑中国、干涉中国内政，以免沦为国际社会笑柄
23053,https://www.fmprc.gov.cn/mfa_eng/xwfw_665399/s2510_665401/2511_665403/202101/t20210111_693573.html,Zhao Lijian,"18_AFP:According to Indian media, the Chinese soldier held in India has just been released and handed back to China. Can you confirm it?",I'm not aware of the situation. You may refer to the Ministry of National Defense.,-,赵立坚,根据印媒报道，印方刚刚将一名中国士兵释放并交还中国，你能否证实此事？,法新社,"我不掌握有关具体情况,请你向国防部询问"
